target_trace,dataset,approach,family,model_type,pretrained_on,pretrain_trace_count,finetuned_on,finetune_portion,finetune_samples,test_portion,sequence_length,train_samples,val_samples,test_samples,training_seconds,parameter_count,test_mae_us,test_rmse_us,test_median_abs_error_us,test_mae_log1p,hot_threshold_us,hot_threshold_source,accuracy,precision,recall,f1,roc_auc,true_positives,false_positives,true_negatives,false_negatives,actual_hot_fraction,predicted_hot_fraction,checkpoint,seed
msr_src2_0,msr,1. Baseline: median_interval,baseline,median_interval,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22500,22500,0.0,0,149625578.48497778,737595173.9261339,16304196.0,4.912578733933364,62.0,"target training split, p30",0.7298666666666667,0.6426778242677824,0.11964480448668016,0.20173364854215917,0.6499708027999203,768,427,15654,5651,0.28528888888888887,0.05311111111111111,,42
msr_src2_0,msr,1. Baseline: moving_average_3,baseline,moving_average_3,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22500,22500,0.0,0,216456317.40268147,841318226.1603458,32832309.166666664,5.372132823167806,62.0,"target training split, p30",0.7132444444444445,0.0,0.0,0.0,0.49145816359517147,0,33,16048,6419,0.28528888888888887,0.0014666666666666667,,42
msr_src2_0,msr,1. Baseline: ema_0.5,baseline,ema_0.5,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22500,22500,0.0,0,215687622.49183324,814614361.9640633,34771310.828934506,5.3788426195127705,62.0,"target training split, p30",0.7147111111111111,0.0,0.0,0.0,0.4780417021288056,0,0,16081,6419,0.28528888888888887,0.0,,42
msr_src2_0,msr,2. LSTM from scratch (target only),lstm,scratch,none,0,msr_src2_0 (training split only),first 70% of the trace,105000,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22500,22500,506.7969999999914,50497,162729978.4070389,759434109.1066519,2920324.664020305,1.1203848501709879,62.0,training split of this model's own training data,0.9315111111111111,0.9235845779784647,0.8284779560679234,0.8734499466206783,0.9816383096948084,5318,440,15641,1101,0.28528888888888887,0.2559111111111111,models/finetuned/scratch__msr_src2_0.pt,42
msr_src2_0,msr,"3. Pretrained MSR LSTM, no fine-tuning",lstm,pretrained,"msr_hm_0, msr_mds_0, msr_prn_0, msr_proj_0, msr_prxy_0, msr_stg_0, msr_ts_0, msr_usr_0, msr_wdev_0, msr_web_0",10,none - applied unchanged,n/a,105000,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",20,105000,22500,22500,0.0,50497,94292772.14072518,592029701.5325328,2142344.9117564857,1.20819277623225,60.0,training split of this model's own training data,0.9086666666666666,0.927895533686601,0.7454766610916831,0.8267431076637719,0.9788132212714316,4903,381,15542,1674,0.29231111111111113,0.23484444444444444,models/finetuned/pretrained__msr_src2_0.pt,42
msr_src2_0,msr,4. Pretrained MSR LSTM + target fine-tuning,lstm,pretrained_finetuned,"msr_hm_0, msr_mds_0, msr_prn_0, msr_proj_0, msr_prxy_0, msr_stg_0, msr_ts_0, msr_usr_0, msr_wdev_0, msr_web_0",10,msr_src2_0 (training split only),first 70% of the trace,105000,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",20,105000,22500,22500,362.8280000000086,50497,91220866.64711241,586625235.7271336,2326937.281278655,0.9734853112634734,60.0,training split of this model's own training data,0.9393777777777778,0.9049246543420848,0.8856621559981754,0.8951897956047334,0.9801900769774747,5825,612,15311,752,0.29231111111111113,0.2860888888888889,models/finetuned/pretrained_finetuned__msr_src2_0.pt,42
systor_lun0,systor,1. Baseline: last_interval,baseline,last_interval,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,0.0,0,22947224.526491243,59006354.86877043,5107330.0,2.8300253368310027,1280490.699999998,"target training split, p30",0.7053515868077163,0.4552618617632573,0.45578566732412884,0.45552361396303903,0.6499693739737417,2773,3318,13096,3311,0.2704240376922393,0.2707351764601298,,42
systor_lun0,systor,1. Baseline: mean_interval,baseline,mean_interval,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,0.0,0,19687681.159969777,41697506.779534765,5696681.3,2.2682595716745344,1280490.699999998,"target training split, p30",0.7567783803004712,0.6924528301886792,0.1809664694280079,0.2869429241594996,0.6807087357555532,1101,489,15925,4983,0.2704240376922393,0.07067294870655169,,42
systor_lun0,systor,1. Baseline: median_interval,baseline,median_interval,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,0.0,0,14632278.485132013,43509206.7953337,3997926.5,1.9661870960652679,1280490.699999998,"target training split, p30",0.7931816161436572,0.6392294220665499,0.5399408284023669,0.5854049719326384,0.838890093541962,3285,1854,14560,2799,0.2704240376922393,0.22842030402702462,,42
systor_lun0,systor,1. Baseline: moving_average_3,baseline,moving_average_3,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,0.0,0,19336929.7086704,44288770.04106646,5019125.333333328,2.351842206692144,1280490.699999998,"target training split, p30",0.7510889856876167,0.593944099378882,0.2514792899408284,0.3533487297921478,0.6461380915347277,1530,1046,15368,4554,0.2704240376922393,0.11449906658369632,,42
systor_lun0,systor,1. Baseline: ema_0.5,baseline,ema_0.5,none,0,none (no training of any kind),n/a,0,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,0.0,0,19872593.2698572,46125653.312141135,5204932.618768329,2.288847335649045,1280490.699999998,"target training split, p30",0.755044892879367,0.637410071942446,0.21844181459566075,0.3253764230627984,0.6648598673043097,1329,756,15658,4755,0.2704240376922393,0.09267490443594986,,42
systor_lun0,systor,2. LSTM from scratch (target only),lstm,scratch,none,0,systor_lun0 (training split only),first 70% of the trace,105000,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",10,105000,22502,22498,1006.0,50497,13140359.36891703,38769274.07268551,3121885.7859795643,1.1870301440372302,1280490.699999998,training split of this model's own training data,0.880522713130056,0.7453048251950304,0.8479618671926364,0.7933261571582346,0.9476316380389826,5159,1763,14651,925,0.2704240376922393,0.30767179304827097,models/finetuned/scratch__systor_lun0.pt,42
systor_lun0,systor,"3. Pretrained MSR LSTM, no fine-tuning",lstm,pretrained,"msr_hm_0, msr_mds_0, msr_prn_0, msr_proj_0, msr_prxy_0, msr_stg_0, msr_ts_0, msr_usr_0, msr_wdev_0, msr_web_0",10,none - applied unchanged,n/a,105001,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",20,105001,22509,22490,0.0,50497,13615228.704124717,38874552.13519676,3665042.658612963,1.3613989448337354,274668.0,training split of this model's own training data,0.8760337927967986,0.7221601489757914,0.749516814843448,0.7355842185128982,0.9318671482133021,3878,1492,15824,1296,0.2300578034682081,0.2387727879057359,models/finetuned/pretrained__systor_lun0.pt,42
systor_lun0,systor,4. Pretrained MSR LSTM + target fine-tuning,lstm,pretrained_finetuned,"msr_hm_0, msr_mds_0, msr_prn_0, msr_proj_0, msr_prxy_0, msr_stg_0, msr_ts_0, msr_usr_0, msr_wdev_0, msr_web_0",10,systor_lun0 (training split only),first 70% of the trace,105001,"final 15% of the trace, chronologically after the 70% train and 15% validation splits",20,105001,22509,22490,1650.0309999999881,50497,11436712.787971199,33754339.25129535,2801443.703115411,1.107215275023875,274668.0,training split of this model's own training data,0.9084037349933304,0.7966844512195121,0.8080788558175492,0.8023412013049318,0.9602737363898941,4181,1067,16249,993,0.2300578034682081,0.23334815473543796,models/finetuned/pretrained_finetuned__systor_lun0.pt,42
